Year,Trade type,State,Merchandise,Partner country,Geographic level 1,Geographic level 2,Geographic level 3,Sector,Expenditure in thousands
2016,Total Exports,Queensland, Measuring & analysing instruments,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,34
2016,Total Exports,Queensland, Measuring & analysing instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,301.286
2016,Total Exports,Queensland, Printed matter,Lebanon,Asia,Middle East,Other Middle East,Manufactures,5
2016,Total Exports,Queensland, Printed matter,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,26.256
2016,Total Exports,Queensland," Prams, toys, games & sporting goods",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,23.93
2016,Total Exports,Queensland," Office & stationery supplies, nes",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,3.28
2016,Total Exports,Queensland, Jewellery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.635
2016,Total Exports,Queensland," Misc manufactured articles, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,42.93
2016,Total Exports,Queensland," Misc manufactured articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.38
2016,Total Exports,Queensland, Special transactions & commodities,Lebanon,Asia,Middle East,Other Middle East,Other goods,29.539
2016,Total Exports,Queensland, Special transactions & commodities,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,1610.787
2016,Total Exports,Queensland, Special transactions & commodities,Norway,Europe,Northern & Western Europe,Northern Europe,Other goods,7.07
2016,Total Exports,Queensland, Confidential items of trade,Lebanon,Asia,Middle East,Other Middle East,Other goods,118.768
2016,Total Exports,Queensland, Confidential items of trade,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,106.495
2016,Total Exports,Queensland, Confidential items of trade,Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,1.62
2016,Total Exports,South Australia," Beef, f.c.f.",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",480.551
2016,Total Exports,South Australia," Meat (excl beef), f.c.f.",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",224.603
2016,Total Exports,South Australia," Fish, f.c.f.",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",254.456
2016,Total Exports,South Australia, Cereal preparations,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",23.173
2016,Total Exports,South Australia," Vegetables, f.c.f.",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",1170.874
2016,Total Exports,South Australia," Vegetables, f.c.f.",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,"Agriculture, forestry & fisheries",23.57
2016,Total Exports,South Australia, Fruit & nuts,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",2680.347
2016,Total Exports,South Australia, Alcoholic beverages,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",6.305
2016,Total Exports,South Australia, Alcoholic beverages,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,"Agriculture, forestry & fisheries",160.637
2016,Total Exports,South Australia, Alcoholic beverages,Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,"Agriculture, forestry & fisheries",2.019
2016,Total Exports,South Australia, Alcoholic beverages,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",3866.532
2016,Total Exports,South Australia," Stone, sand & gravel",Norway,Europe,Northern & Western Europe,Northern Europe,Minerals & fuels,4.53
2016,Total Exports,South Australia, Essential oils & perfumes,Lebanon,Asia,Middle East,Other Middle East,Manufactures,19.5
2016,Total Exports,South Australia, Perfumery & cosmetics (excl soap),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,71.763
2016,Total Exports,South Australia," Furskins, tanned or dressed",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.961
2016,Total Exports,South Australia," Rubber articles, nes",Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,1.09
2016,Total Exports,South Australia, Floor coverings,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,4.645
2016,Total Exports,South Australia, Iron & steel bars & rods,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.672
2016,Total Exports,South Australia, Rails of iron or steel,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,15
2016,Total Exports,South Australia, Rails of iron or steel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.742
2016,Total Exports,South Australia, Tubes & pipes of iron or steel,Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,2.159
2016,Total Exports,South Australia, Hand or machine tools,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,230.59
2016,Total Exports,South Australia," Manufactures of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,0.124
2016,Total Exports,South Australia, Pumps (excl liquid pumps) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.633
2016,Total Exports,South Australia," Taps, cocks & valves",Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,2.575
2016,Total Exports,South Australia, Telecom equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,460.58
2016,Total Exports,South Australia, Electric power machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,0.01
2016,Total Exports,South Australia, Electrical distributing equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.558
2016,Total Exports,South Australia," Electrical machinery & parts, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,20.273
2016,Total Exports,South Australia, Vehicle parts & accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.855
2016,Total Exports,South Australia," Travel goods, bags & like containers",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,0.1
2016,Total Exports,South Australia, Men's clothing (excl knitted),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.61
2016,Total Exports,South Australia," Clothing accessories, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,17.523
2016,Total Exports,South Australia, Footwear,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,8.977
2016,Total Exports,South Australia, Optical instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,6.572
2016,Total Exports,South Australia, Medical instruments (incl veterinary),Lebanon,Asia,Middle East,Other Middle East,Manufactures,32.977
2016,Total Exports,South Australia, Meters & counters,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.037
2016,Total Exports,South Australia, Measuring & analysing instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,123.062
2016,Total Exports,South Australia, Printed matter,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,0.095
2016,Total Exports,South Australia," Plastic articles, nes",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,22.264
2016,Total Exports,South Australia," Plastic articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.775
2016,Total Exports,South Australia, Jewellery,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,2.177
2016,Total Exports,South Australia, Musical instruments & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.61
2016,Total Exports,South Australia," Misc manufactured articles, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,9.162
2016,Total Exports,South Australia, Special transactions & commodities,Lebanon,Asia,Middle East,Other Middle East,Other goods,4.024
2016,Total Exports,South Australia, Special transactions & commodities,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,18.966
2016,Total Exports,South Australia, Special transactions & commodities,Norway,Europe,Northern & Western Europe,Northern Europe,Other goods,7.564
2016,Total Exports,South Australia, Confidential items of trade,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,2.21
2016,Total Exports,South Australia, Confidential items of trade,Northern Mariana Islands,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Other goods,1.399
2016,Total Exports,South Australia, Confidential items of trade,Norway,Europe,Northern & Western Europe,Northern Europe,Other goods,7.085
2016,Total Exports,Western Australia, Live animals (excl seafood),Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",1483.479
2016,Total Exports,Western Australia," Beef, f.c.f.",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",76.372
2016,Total Exports,Western Australia, Cereal preparations,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",14.853
2016,Total Exports,Western Australia, Alcoholic beverages,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",258.565
2016,Total Exports,Western Australia," Wood, simply worked",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",131.336
2016,Total Exports,Western Australia, Natural abrasives,Lebanon,Asia,Middle East,Other Middle East,Minerals & fuels,11.724
2016,Total Exports,Western Australia," Crude animal matter, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",566.291
2016,Total Exports,Western Australia," Alcohols, phenols & derivatives",Lebanon,Asia,Middle East,Other Middle East,Manufactures,0.056
2016,Total Exports,Western Australia," Pigments, paints & varnishes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,54.976
2016,Total Exports,Western Australia, Pharm products (excl medicaments),Lebanon,Asia,Middle East,Other Middle East,Manufactures,0.053
2016,Total Exports,Western Australia, Perfumery & cosmetics (excl soap),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,6.23
2016,Total Exports,Western Australia," Miscellaneous chemical products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,30.2
2016,Total Exports,Western Australia," Rubber articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,17.05
2016,Total Exports,Western Australia," Paper & paperboard, cut to size",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11.981
2016,Total Exports,Western Australia," Mineral manufactures, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,2.112
2016,Total Exports,Western Australia, Glassware,Lebanon,Asia,Middle East,Other Middle East,Manufactures,0.631
2016,Total Exports,Western Australia, Tubes & pipes of iron or steel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,497.829
2016,Total Exports,Western Australia, Aluminium,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.826
2016,Total Exports,Western Australia, Metal containers,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,17.474
2016,Total Exports,Western Australia, Metal containers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,15.644
2016,Total Exports,Western Australia, Wire products,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,0.493
2016,Total Exports,Western Australia," Nails, screws, nuts, bolts & rivets",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,6.283
2016,Total Exports,Western Australia, Hand or machine tools,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,85.464
2016,Total Exports,Western Australia," Manufactures of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,339.662
2016,Total Exports,Western Australia, Internal combustion piston engines,Lebanon,Asia,Middle East,Other Middle East,Manufactures,12.5
2016,Total Exports,Western Australia, Internal combustion piston engines,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,0.364
2016,Total Exports,Western Australia, Non-electric engines & motors,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,195.188
2016,Total Exports,Western Australia, Rotating electric plant & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,31.025
2016,Total Exports,Western Australia, Power generating machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,17.309
2016,Total Exports,Western Australia, Agric machinery (excl tractors) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,16.859
2016,Total Exports,Western Australia, Civil engineering equipment & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,5.195
2016,Total Exports,Western Australia, Civil engineering equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,23.276
2016,Total Exports,Western Australia, Specialised machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4076.804
2016,Total Exports,Western Australia, Pumps for liquids & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,153.136
2016,Total Exports,Western Australia, Pumps (excl liquid pumps) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.04
2016,Total Exports,Western Australia, Mechanical handling equip & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,190.244
2016,Total Exports,Western Australia, Non-electrical machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,289.826
2016,Total Exports,Western Australia, Ball or roller bearings,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.818
2016,Total Exports,Western Australia," Taps, cocks & valves",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,108.224
2016,Total Exports,Western Australia, Transmission shafts & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,6.6
