Year,Trade type,State,Merchandise,Partner country,Geographic level 1,Geographic level 2,Geographic level 3,Sector,Expenditure in thousands
2016,Total Imports,Queensland, Cheese & curd,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",1358.852
2016,Total Imports,Queensland," Fish, f.c.f.",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",10579.244
2016,Total Imports,Queensland," Fish, salted or dried",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",2853.344
2016,Total Imports,Queensland," Seafood, prepared or preserved",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",186.082
2016,Total Imports,Queensland," Vegetables, prepared or preserved",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",19.296
2016,Total Imports,Queensland," Sugars, molasses & honey",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",3.912
2016,Total Imports,Queensland, Coffee & substitutes,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",8.769
2016,Total Imports,Queensland, Animal feed,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",5878.202
2016,Total Imports,Queensland," Edible products & preparations, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",573.857
2016,Total Imports,Queensland," Non-alcoholic beverages, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",4.393
2016,Total Imports,Queensland," Non-alcoholic beverages, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",602.759
2016,Total Imports,Queensland, Non-ferrous waste & scrap,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Minerals & fuels,1.624
2016,Total Imports,Queensland," Crude vegetable matter, nes",Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,"Agriculture, forestry & fisheries",58.821
2016,Total Imports,Queensland," Crude vegetable matter, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",8.113
2016,Total Imports,Queensland," Residual petroleum products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Minerals & fuels,43.117
2016,Total Imports,Queensland, Animal oils & fats,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",3.615
2016,Total Imports,Queensland, Hydrocarbons & derivatives,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.182
2016,Total Imports,Queensland, Inorganic chemical elements,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1760.758
2016,Total Imports,Queensland, Salts of inorganic acids & metals,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,299.192
2016,Total Imports,Queensland," Pigments, paints & varnishes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,145.037
2016,Total Imports,Queensland, Pharm products (excl medicaments),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.209
2016,Total Imports,Queensland, Medicaments (incl veterinary),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,15.346
2016,Total Imports,Queensland, Soap & cleansers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,242.118
2016,Total Imports,Queensland, Fertilisers (excl crude),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3873.712
2016,Total Imports,Queensland, Other primary plastics,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,272.625
2016,Total Imports,Queensland," Plastic tubes, pipes & hoses",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,80.679
2016,Total Imports,Queensland, Prepared additives for mineral oils,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.939
2016,Total Imports,Queensland," Miscellaneous chemical products, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,27.323
2016,Total Imports,Queensland," Miscellaneous chemical products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2429.849
2016,Total Imports,Queensland, Materials of rubber,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,511.844
2016,Total Imports,Queensland," Rubber articles, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.18
2016,Total Imports,Queensland," Rubber articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,20.299
2016,Total Imports,Queensland, Paper & paperboard,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,61.605
2016,Total Imports,Queensland," Paper & paperboard, cut to size",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,21.693
2016,Total Imports,Queensland," Made-up textile articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,67.743
2016,Total Imports,Queensland, Pottery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.823
2016,Total Imports,Queensland, Pearls & gems,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.359
2016,Total Imports,Queensland, Pig-iron,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,714.223
2016,Total Imports,Queensland, Tubes & pipes of iron or steel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,218.458
2016,Total Imports,Queensland, Aluminium,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,98.317
2016,Total Imports,Queensland," Nails, screws, nuts, bolts & rivets",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,345.841
2016,Total Imports,Queensland, Hand or machine tools,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,29.609
2016,Total Imports,Queensland," Manufactures of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,38.354
2016,Total Imports,Queensland, Internal combustion piston engines,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,37.918
2016,Total Imports,Queensland, Rotating electric plant & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,296.489
2016,Total Imports,Queensland, Power generating machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,108.675
2016,Total Imports,Queensland, Civil engineering equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,810.287
2016,Total Imports,Queensland, Food processing machines & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,18.636
2016,Total Imports,Queensland, Specialised machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,298.158
2016,Total Imports,Queensland, Machine tools parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,8.638
2016,Total Imports,Queensland, Metalworking machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.936
2016,Total Imports,Queensland, Heating & cooling equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,233.715
2016,Total Imports,Queensland, Pumps for liquids & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,10.246
2016,Total Imports,Queensland, Pumps (excl liquid pumps) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.419
2016,Total Imports,Queensland, Mechanical handling equip & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,10.741
2016,Total Imports,Queensland, Mechanical handling equip & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11.08
2016,Total Imports,Queensland, Non-electrical machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,526.178
2016,Total Imports,Queensland, Ball or roller bearings,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.36
2016,Total Imports,Queensland," Taps, cocks & valves",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,18.889
2016,Total Imports,Queensland, Transmission shafts & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,55.938
2016,Total Imports,Queensland, Non-electric parts for machinery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,66.515
2016,Total Imports,Queensland, Office machines,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.499
2016,Total Imports,Queensland, Computers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.633
2016,Total Imports,Queensland," Monitors, projectors & TVs",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,86.232
2016,Total Imports,Queensland, Telecom equipment & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,3.248
2016,Total Imports,Queensland, Telecom equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,562.33
2016,Total Imports,Queensland, Electric power machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,23.715
2016,Total Imports,Queensland, Electrical circuits equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,83.252
2016,Total Imports,Queensland, Electrical distributing equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,12.015
2016,Total Imports,Queensland, Medical electrodiagnostic apparatus,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,106.945
2016,Total Imports,Queensland, Electronic integrated circuits,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,8.552
2016,Total Imports,Queensland," Electrical machinery & parts, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.752
2016,Total Imports,Queensland, Vehicle parts & accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1274.538
2016,Total Imports,Queensland," Trailers, semi-trailers & containers",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.928
2016,Total Imports,Queensland," Aircraft, spacecraft & parts",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.482
2016,Total Imports,Queensland, Ships & boats (incl hovercraft),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,16.515
2016,Total Imports,Queensland, Prefabricated buildings,Lebanon,Asia,Middle East,Other Middle East,Manufactures,11.403
2016,Total Imports,Queensland," Sanitary, plumbing & heating fittings",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,95.636
2016,Total Imports,Queensland," Furniture, mattresses & cushions",Lebanon,Asia,Middle East,Other Middle East,Manufactures,6.577
2016,Total Imports,Queensland," Furniture, mattresses & cushions",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.545
2016,Total Imports,Queensland, Women's clothing (excl knitted),Lebanon,Asia,Middle East,Other Middle East,Manufactures,2.842
2016,Total Imports,Queensland, Women's clothing (excl knitted),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,81.19
2016,Total Imports,Queensland, Other textile clothing,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,10.421
2016,Total Imports,Queensland, Textile clothing accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.309
2016,Total Imports,Queensland, Optical instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.5
2016,Total Imports,Queensland, Medical instruments (incl veterinary),Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,13.25
2016,Total Imports,Queensland, Medical instruments (incl veterinary),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.376
2016,Total Imports,Queensland, Measuring & analysing instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,714.15
2016,Total Imports,Queensland, Arms & ammunition,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,6645.515
2016,Total Imports,Queensland, Printed matter,Lebanon,Asia,Middle East,Other Middle East,Manufactures,6.686
2016,Total Imports,Queensland," Plastic articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,48.64
2016,Total Imports,Queensland," Prams, toys, games & sporting goods",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.102
2016,Total Imports,Queensland, Artwork & antiques,Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.45
2016,Total Imports,Queensland, Musical instruments & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.814
2016,Total Imports,Queensland, Special transactions & commodities,Norway,Europe,Northern & Western Europe,Northern Europe,Other goods,34.379
2016,Total Imports,Queensland, Confidential items of trade,Lebanon,Asia,Middle East,Other Middle East,Other goods,4.442
2016,Total Imports,Queensland, Confidential items of trade,Norway,Europe,Northern & Western Europe,Northern Europe,Other goods,956.249
2016,Total Imports,South Australia, Cheese & curd,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",828.335
2016,Total Imports,South Australia," Fish, f.c.f.",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",176.443
2016,Total Imports,South Australia," Fish, salted or dried",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",247.362
2016,Total Imports,South Australia," Seafood, prepared or preserved",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",7.866
2016,Total Imports,South Australia, Cereal preparations,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",3.256
2016,Total Imports,South Australia," Vegetables, prepared or preserved",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",13.417
2016,Total Imports,South Australia," Fruit, prepared or preserved",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",5.554
2016,Total Imports,South Australia," Sugars, molasses & honey",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",2.126
2016,Total Imports,South Australia, Tea & mate,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",3.409
2016,Total Imports,South Australia, Spices,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",10.709
2016,Total Imports,South Australia," Edible products & preparations, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",51.806
2016,Total Imports,South Australia," Non-alcoholic beverages, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",162.735
2016,Total Imports,South Australia, Alcoholic beverages,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",126.39
2016,Total Imports,South Australia," Crude vegetable matter, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",5.678
2016,Total Imports,South Australia," Fixed vegetable oils & fats, soft",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",2.174
2016,Total Imports,South Australia, Salts of inorganic acids & metals,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,13.039
2016,Total Imports,South Australia, Radioactive materials,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,72.446
2016,Total Imports,South Australia," Pigments, paints & varnishes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.821
2016,Total Imports,South Australia, Medicaments (incl veterinary),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.253
2016,Total Imports,South Australia, Essential oils & perfumes,Lebanon,Asia,Middle East,Other Middle East,Manufactures,5.993
2016,Total Imports,South Australia, Fertilisers (excl crude),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2199.796
2016,Total Imports,South Australia, Other primary plastics,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,17.227
2016,Total Imports,South Australia," Miscellaneous chemical products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,96.039
2016,Total Imports,South Australia, Paper & paperboard,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,123.714
2016,Total Imports,South Australia, Glass,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.432
2016,Total Imports,South Australia, Pig-iron,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,810.388
2016,Total Imports,South Australia," Nails, screws, nuts, bolts & rivets",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,425.492
2016,Total Imports,South Australia," Household equip of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,489.281
2016,Total Imports,South Australia," Manufactures of base metal, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,6.23
2016,Total Imports,South Australia," Manufactures of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,26.01
2016,Total Imports,South Australia, Internal combustion piston engines,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.461
2016,Total Imports,South Australia, Rotating electric plant & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,115.774
2016,Total Imports,South Australia, Power generating machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.929
2016,Total Imports,South Australia, Civil engineering equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,14.629
2016,Total Imports,South Australia, Food processing machines & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,16.824
2016,Total Imports,South Australia, Specialised machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,269.319
2016,Total Imports,South Australia, Pumps for liquids & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,393.939
2016,Total Imports,South Australia, Mechanical handling equip & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.772
2016,Total Imports,South Australia, Non-electrical machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1082.158
2016,Total Imports,South Australia, Transmission shafts & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,186.492
2016,Total Imports,South Australia, Computers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,31.789
2016,Total Imports,South Australia," Monitors, projectors & TVs",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,43.28
2016,Total Imports,South Australia, Telecom equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,96.053
2016,Total Imports,South Australia, Electric power machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11.938
2016,Total Imports,South Australia, Electrical circuits equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,370.869
2016,Total Imports,South Australia, Electrical distributing equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.939
2016,Total Imports,South Australia, Medical electrodiagnostic apparatus,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,6.925
2016,Total Imports,South Australia," Electrical machinery & parts, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.59
2016,Total Imports,South Australia, Ships & boats (incl hovercraft),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,12.028
2016,Total Imports,South Australia, Lighting fixtures & fittings,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.002
2016,Total Imports,South Australia," Furniture, mattresses & cushions",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.073
2016,Total Imports,South Australia, Men's clothing (excl knitted),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.281
2016,Total Imports,South Australia, Women's clothing (excl knitted),Lebanon,Asia,Middle East,Other Middle East,Manufactures,23.226
2016,Total Imports,South Australia," Plastic articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.391
2016,Total Imports,South Australia," Office & stationery supplies, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.253
2016,Total Imports,South Australia, Confidential items of trade,Lebanon,Asia,Middle East,Other Middle East,Other goods,2.143
2016,Total Imports,South Australia, Confidential items of trade,Norway,Europe,Northern & Western Europe,Northern Europe,Other goods,19.712
2016,Total Imports,Western Australia, Cheese & curd,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",1376.409
2016,Total Imports,Western Australia," Fish, f.c.f.",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",6287.633
2016,Total Imports,Western Australia," Fish, salted or dried",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",839.067
2016,Total Imports,Western Australia," Seafood, prepared or preserved",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",8.496
2016,Total Imports,Western Australia, Cereal preparations,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",2.287
2016,Total Imports,Western Australia, Cereal preparations,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",3.227
2016,Total Imports,Western Australia," Vegetables, prepared or preserved",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",47.934
2016,Total Imports,Western Australia," Fruit, prepared or preserved",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",86.422
2016,Total Imports,Western Australia, Fruit juices,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",2.552
2016,Total Imports,Western Australia," Sugars, molasses & honey",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",27.561
2016,Total Imports,Western Australia, Sugar confectionery,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",18.478
2016,Total Imports,Western Australia, Spices,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",2.875
2016,Total Imports,Western Australia," Edible products & preparations, nes",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",57.996
2016,Total Imports,Western Australia," Edible products & preparations, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",2.574
2016,Total Imports,Western Australia," Non-alcoholic beverages, nes",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",369.793
2016,Total Imports,Western Australia, Alcoholic beverages,Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",1.057
2016,Total Imports,Western Australia," Wood, simply worked",Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",14.341
2016,Total Imports,Western Australia," Stone, sand & gravel",Norway,Europe,Northern & Western Europe,Northern Europe,Minerals & fuels,6.442
2016,Total Imports,Western Australia, Refined petroleum,Norway,Europe,Northern & Western Europe,Northern Europe,Minerals & fuels,225.903
2016,Total Imports,Western Australia, Animal oils & fats,Norway,Europe,Northern & Western Europe,Northern Europe,"Agriculture, forestry & fisheries",12.156
2016,Total Imports,Western Australia," Fixed vegetable oils & fats, soft",Lebanon,Asia,Middle East,Other Middle East,"Agriculture, forestry & fisheries",1.281
2016,Total Imports,Western Australia, Hydrocarbons & derivatives,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,13.664
2016,Total Imports,Western Australia, Carboxylic acids & derivatives,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,22.091
2016,Total Imports,Western Australia, Nitrogen-function compounds,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.105
2016,Total Imports,Western Australia, Inorganic chemical elements,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,257.46
2016,Total Imports,Western Australia, Salts of inorganic acids & metals,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,214.846
2016,Total Imports,Western Australia, Radioactive materials,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,9.207
2016,Total Imports,Western Australia," Pigments, paints & varnishes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11.683
2016,Total Imports,Western Australia, Pharm products (excl medicaments),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,11.785
2016,Total Imports,Western Australia, Medicaments (incl veterinary),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,67.993
2016,Total Imports,Western Australia, Perfumery & cosmetics (excl soap),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.655
2016,Total Imports,Western Australia, Soap & cleansers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,535.59
2016,Total Imports,Western Australia, Fertilisers (excl crude),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1526.572
2016,Total Imports,Western Australia, Other primary plastics,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.747
2016,Total Imports,Western Australia," Plastic tubes, pipes & hoses",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,76.195
2016,Total Imports,Western Australia," Plastic plates, sheets & film",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,23.995
2016,Total Imports,Western Australia," Starches, inulin & wheat gluten",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,259.198
2016,Total Imports,Western Australia, Prepared additives for mineral oils,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,90.731
2016,Total Imports,Western Australia," Miscellaneous chemical products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,441.387
2016,Total Imports,Western Australia, Materials of rubber,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,453.279
2016,Total Imports,Western Australia," Rubber articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,179.621
2016,Total Imports,Western Australia, Paper & paperboard,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,35.572
2016,Total Imports,Western Australia," Paper & paperboard, cut to size",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.013
2016,Total Imports,Western Australia, Textile yarn,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,134.49
2016,Total Imports,Western Australia," Other textile fabrics, woven",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.82
2016,Total Imports,Western Australia, Special yarns & fabrics,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,68.286
2016,Total Imports,Western Australia," Made-up textile articles, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,5.762
2016,Total Imports,Western Australia," Made-up textile articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,23.082
2016,Total Imports,Western Australia, Clay construction materials,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,6.86
2016,Total Imports,Western Australia, Glass,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,13.074
2016,Total Imports,Western Australia, Glassware,Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.398
2016,Total Imports,Western Australia, Pottery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,7.03
2016,Total Imports,Western Australia, Pig-iron,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.131
2016,Total Imports,Western Australia, Iron & steel bars & rods,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.509
2016,Total Imports,Western Australia, Tubes & pipes of iron or steel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,828.022
2016,Total Imports,Western Australia, Silver & platinum,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,14.741
2016,Total Imports,Western Australia, Copper,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.658
2016,Total Imports,Western Australia, Nickel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,278.391
2016,Total Imports,Western Australia, Aluminium,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.244
2016,Total Imports,Western Australia," Iron, steel, aluminium structures",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,745.717
2016,Total Imports,Western Australia, Metal containers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,12.305
2016,Total Imports,Western Australia, Wire products,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,12980.607
2016,Total Imports,Western Australia," Nails, screws, nuts, bolts & rivets",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,343.999
2016,Total Imports,Western Australia, Hand or machine tools,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,538.327
2016,Total Imports,Western Australia, Cutlery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.018
2016,Total Imports,Western Australia," Manufactures of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3328.241
2016,Total Imports,Western Australia, Internal combustion piston engines,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,225.888
2016,Total Imports,Western Australia, Rotating electric plant & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,98.847
2016,Total Imports,Western Australia, Power generating machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,490.911
